season,gameweek,home_team,home_xg,away_xg,away_team,home_score,away_score,date,referee,winning_team,losing_team,match_id,matchup_merge_key,season_merge_key,team,opponent,match_teams,season_match_teams
2017,14,Brighton,0.6,0.5,Crystal Palace,0.0,0.0,2017-11-28,0,draw,draw,07dab90e-cf59-5c93-8161-f69f501786a8,f8dd9215-20f7-5103-bed9-9ced675b1c25,b6c2ae92-3503-538e-a37f-90096a405cd4,Brighton,Crystal Palace,Brighton_Crystal Palace,Brighton_Crystal Palace_2017
2017,34,Crystal Palace,2.1,1.5,Brighton,3.0,2.0,2018-04-14,0,Crystal Palace,Brighton,5508efd7-d56c-5c7f-9054-5705c2da113c,f8dd9215-20f7-5103-bed9-9ced675b1c25,b6c2ae92-3503-538e-a37f-90096a405cd4,Crystal Palace,Brighton,Brighton_Crystal Palace,Brighton_Crystal Palace_2017
2018,15,Brighton,1.3,1.7,Crystal Palace,3.0,1.0,2018-12-04,0,Brighton,Crystal Palace,53d5ce2b-7104-5cd8-a16e-9e5112504298,f8dd9215-20f7-5103-bed9-9ced675b1c25,c8315ac4-e0a0-5dbf-a355-54f95fb817a2,Brighton,Crystal Palace,Brighton_Crystal Palace,Brighton_Crystal Palace_2018
2018,30,Crystal Palace,1.5,0.2,Brighton,1.0,2.0,2019-03-09,0,Brighton,Crystal Palace,cd84171d-2a56-553a-b842-9299ecba36fd,f8dd9215-20f7-5103-bed9-9ced675b1c25,c8315ac4-e0a0-5dbf-a355-54f95fb817a2,Crystal Palace,Brighton,Brighton_Crystal Palace,Brighton_Crystal Palace_2018
2019,17,Crystal Palace,0.7,2.3,Brighton,1.0,1.0,2019-12-16,0,draw,draw,6132c8b5-4a4b-5adc-b5a9-7dc7b8879b8b,f8dd9215-20f7-5103-bed9-9ced675b1c25,faf9a662-dfdb-5075-9628-51628b32534a,Crystal Palace,Brighton,Brighton_Crystal Palace,Brighton_Crystal Palace_2019
2019,28,Brighton,2.2,2.5,Crystal Palace,0.0,1.0,2020-02-29,0,Crystal Palace,Brighton,0362133e-435f-5930-ad9c-f4392052e580,f8dd9215-20f7-5103-bed9-9ced675b1c25,faf9a662-dfdb-5075-9628-51628b32534a,Brighton,Crystal Palace,Brighton_Crystal Palace,Brighton_Crystal Palace_2019
2020,5,Crystal Palace,0.8,1.7,Brighton,1.0,1.0,2020-10-18,0,draw,draw,d035cbab-f598-5db0-ba36-f2f8a7461a6d,f8dd9215-20f7-5103-bed9-9ced675b1c25,9be5cfec-38a4-54fc-9dfc-36d17e161975,Crystal Palace,Brighton,Brighton_Crystal Palace,Brighton_Crystal Palace_2020
2020,25,Brighton,2.4,0.2,Crystal Palace,1.0,2.0,2021-02-22,0,Crystal Palace,Brighton,5337f161-de00-518d-92af-c5defee30b1a,f8dd9215-20f7-5103-bed9-9ced675b1c25,9be5cfec-38a4-54fc-9dfc-36d17e161975,Brighton,Crystal Palace,Brighton_Crystal Palace,Brighton_Crystal Palace_2020
2021,6,Crystal Palace,1.4,0.8,Brighton,1.0,1.0,2021-09-27,0,draw,draw,75eaee09-7e7d-51c9-b475-8feaf2dfe58f,f8dd9215-20f7-5103-bed9-9ced675b1c25,9211a887-11cb-5723-9427-ee6e48cf5e27,Crystal Palace,Brighton,Brighton_Crystal Palace,Brighton_Crystal Palace_2021
2021,22,Brighton,2.0,0.2,Crystal Palace,1.0,1.0,2022-01-14,0,draw,draw,64216e44-8905-500e-92a7-fa73e20df420,f8dd9215-20f7-5103-bed9-9ced675b1c25,9211a887-11cb-5723-9427-ee6e48cf5e27,Brighton,Crystal Palace,Brighton_Crystal Palace,Brighton_Crystal Palace_2021
2022,23,Crystal Palace,1.1,2.5,Brighton,1.0,1.0,2023-02-11,0,draw,draw,9ff458e4-3192-5a58-b4f6-8b38f6c3c7fc,f8dd9215-20f7-5103-bed9-9ced675b1c25,4cc7307c-b9f8-5d71-a1be-c81f66348fec,Crystal Palace,Brighton,Brighton_Crystal Palace,Brighton_Crystal Palace_2022
2022,8,Brighton,0.6,1.1,Crystal Palace,1.0,0.0,2023-03-15,0,Brighton,Crystal Palace,e3db741e-d2c5-51a3-91d2-7a3dbda4a08f,f8dd9215-20f7-5103-bed9-9ced675b1c25,4cc7307c-b9f8-5d71-a1be-c81f66348fec,Brighton,Crystal Palace,Brighton_Crystal Palace,Brighton_Crystal Palace_2022
