season,gameweek,home_team,home_xg,away_xg,away_team,home_score,away_score,date,referee,winning_team,losing_team,match_id,matchup_merge_key,season_merge_key,team,opponent,match_teams,season_match_teams
2003,7,Birmingham City,0.0,0.0,Portsmouth,2.0,0.0,0,Stephen Bennett,Birmingham City,Portsmouth,0b565a89-8908-55de-bf3c-1494c1462df3,bd26a467-ea36-587f-8e5d-bbabfeb714df,f0fe7612-22a9-57af-bfc7-4d7f2c49b647,Birmingham City,Portsmouth,Birmingham City_Portsmouth,Birmingham City_Portsmouth_2003
2003,33,Portsmouth,0.0,0.0,Birmingham City,3.0,1.0,0,Barry Knight,Portsmouth,Birmingham City,34037f99-9fc1-58c3-aa0e-7613a88f6c94,bd26a467-ea36-587f-8e5d-bbabfeb714df,f0fe7612-22a9-57af-bfc7-4d7f2c49b647,Portsmouth,Birmingham City,Birmingham City_Portsmouth,Birmingham City_Portsmouth_2003
2004,1,Portsmouth,0.0,0.0,Birmingham City,1.0,1.0,0,Howard Webb,draw,draw,8bc9cf14-ee14-59b9-9ba8-a734b32e4c5c,bd26a467-ea36-587f-8e5d-bbabfeb714df,e26dcf01-93cf-5b82-93a1-30540c7af879,Portsmouth,Birmingham City,Birmingham City_Portsmouth,Birmingham City_Portsmouth_2004
2004,33,Birmingham City,0.0,0.0,Portsmouth,0.0,0.0,0,Peter Walton,draw,draw,e2918c99-0fbd-59f8-a88b-b65d0b5d7ff3,bd26a467-ea36-587f-8e5d-bbabfeb714df,e26dcf01-93cf-5b82-93a1-30540c7af879,Birmingham City,Portsmouth,Birmingham City_Portsmouth,Birmingham City_Portsmouth_2004
2005,6,Portsmouth,0.0,0.0,Birmingham City,1.0,1.0,0,Dermot Gallagher,draw,draw,f1a73968-71b3-5d2f-a82e-a4fb59099f6e,bd26a467-ea36-587f-8e5d-bbabfeb714df,e65f493c-1cac-563f-bb55-c5e04a052b69,Portsmouth,Birmingham City,Birmingham City_Portsmouth,Birmingham City_Portsmouth_2005
2005,23,Birmingham City,0.0,0.0,Portsmouth,5.0,0.0,0,Chris Foy,Birmingham City,Portsmouth,b3eaa5bb-733c-597b-a07a-2491b8495f83,bd26a467-ea36-587f-8e5d-bbabfeb714df,e65f493c-1cac-563f-bb55-c5e04a052b69,Birmingham City,Portsmouth,Birmingham City_Portsmouth,Birmingham City_Portsmouth_2005
2007,14,Birmingham City,0.0,0.0,Portsmouth,0.0,2.0,0,Martin Atkinson,Portsmouth,Birmingham City,1e229c0f-5f8d-5d26-8123-f5ba817d8047,bd26a467-ea36-587f-8e5d-bbabfeb714df,27e89e98-f3a2-5e7c-ac00-a8daa40d5c49,Birmingham City,Portsmouth,Birmingham City_Portsmouth,Birmingham City_Portsmouth_2007
2007,29,Portsmouth,0.0,0.0,Birmingham City,4.0,2.0,0,Steve Tanner,Portsmouth,Birmingham City,36bdbb3c-fe43-5a1d-afff-176d59bec220,bd26a467-ea36-587f-8e5d-bbabfeb714df,27e89e98-f3a2-5e7c-ac00-a8daa40d5c49,Portsmouth,Birmingham City,Birmingham City_Portsmouth,Birmingham City_Portsmouth_2007
2009,2,Birmingham City,0.0,0.0,Portsmouth,1.0,0.0,0,Lee Probert,Birmingham City,Portsmouth,e77a9961-c07e-57c1-bdd1-658b809052e4,bd26a467-ea36-587f-8e5d-bbabfeb714df,8e841f50-f9e8-5ae2-8e8d-760413bc1eba,Birmingham City,Portsmouth,Birmingham City_Portsmouth,Birmingham City_Portsmouth_2009
2009,22,Portsmouth,0.0,0.0,Birmingham City,1.0,2.0,0,Mike Jones,Birmingham City,Portsmouth,c6b0a7c8-715c-5ffb-a9d9-19f9440bf0a0,bd26a467-ea36-587f-8e5d-bbabfeb714df,8e841f50-f9e8-5ae2-8e8d-760413bc1eba,Portsmouth,Birmingham City,Birmingham City_Portsmouth,Birmingham City_Portsmouth_2009
