season,gameweek,home_team,home_xg,away_xg,away_team,home_score,away_score,date,referee,venue,dayofweek,start_time,attendance,Unnamed: 0,winning_team,losing_team,match_id,season_merge_key,team,opponent,match_teams,season_match_teams
2011,3,Swansea City,0.0,0.0,Sunderland,0.0,0.0,0,Mark Halsey,0,0,0,0,7488,draw,draw,6c56f0c0-6988-574c-b845-75037e35047a,5b2985fb-cfb8-530b-b4e9-8e848991369f,Swansea City,Sunderland,Sunderland_Swansea City,Sunderland_Swansea City_2011
2011,22,Sunderland,0.0,0.0,Swansea City,2.0,0.0,0,Chris Foy,0,0,0,0,7681,Sunderland,Swansea City,f0e015f5-aa72-5e06-80a5-90014b429d36,5b2985fb-cfb8-530b-b4e9-8e848991369f,Sunderland,Swansea City,Sunderland_Swansea City,Sunderland_Swansea City_2011
2012,3,Swansea City,0.0,0.0,Sunderland,2.0,2.0,0,Roger East,0,0,0,0,7869,draw,draw,53ddcf81-90b7-5e89-941e-d61a99950f47,1586ce1d-2053-5353-b415-ddfa6343baf3,Swansea City,Sunderland,Sunderland_Swansea City,Sunderland_Swansea City_2012
2012,24,Sunderland,0.0,0.0,Swansea City,0.0,0.0,0,Andre Marriner,0,0,0,0,8079,draw,draw,0526e14c-b81e-52be-b513-1bae52edd798,1586ce1d-2053-5353-b415-ddfa6343baf3,Sunderland,Swansea City,Sunderland_Swansea City,Sunderland_Swansea City_2012
2013,8,Swansea City,0.0,0.0,Sunderland,4.0,0.0,0,Craig Pawson,0,0,0,0,8299,Swansea City,Sunderland,5f169559-1740-50ff-8bf4-f9a7c213e565,dd8c2189-e2f2-5059-a7a8-b98e5d91e7ba,Swansea City,Sunderland,Sunderland_Swansea City,Sunderland_Swansea City_2013
2013,38,Sunderland,0.0,0.0,Swansea City,1.0,3.0,0,Chris Foy,0,0,0,0,8605,Swansea City,Sunderland,6caa29c3-0d04-5906-9760-923cd9e95f12,dd8c2189-e2f2-5059-a7a8-b98e5d91e7ba,Sunderland,Swansea City,Sunderland_Swansea City,Sunderland_Swansea City_2013
2014,6,Sunderland,0.0,0.0,Swansea City,0.0,0.0,0,Chris Foy,0,0,0,0,8658,draw,draw,a3f4890a-1378-5b55-aee1-6ca1a0466803,9eb133d9-8563-51bb-b447-b61a8d237c7f,Sunderland,Swansea City,Sunderland_Swansea City,Sunderland_Swansea City_2014
2014,24,Swansea City,0.0,0.0,Sunderland,1.0,1.0,0,Philip Dowd,0,0,0,0,8839,draw,draw,b4f37d29-13dd-5156-9269-bf615399c8fd,9eb133d9-8563-51bb-b447-b61a8d237c7f,Swansea City,Sunderland,Sunderland_Swansea City,Sunderland_Swansea City_2014
2015,3,Sunderland,0.0,0.0,Swansea City,1.0,1.0,0,Niel Swarbrick,0,0,0,0,9011,draw,draw,f7a426b2-dc23-57f0-b9d7-73cec4339b87,b9efdbc2-1ca6-5ce2-8140-a5c0a513c8ec,Sunderland,Swansea City,Sunderland_Swansea City,Sunderland_Swansea City_2015
2015,21,Swansea City,0.0,0.0,Sunderland,2.0,4.0,0,Graham Scott,0,0,0,0,9189,Sunderland,Swansea City,79b72c35-5733-5892-b4c1-9876db8d8216,b9efdbc2-1ca6-5ce2-8140-a5c0a513c8ec,Swansea City,Sunderland,Sunderland_Swansea City,Sunderland_Swansea City_2015
