season,gameweek,home_team,home_xg,away_xg,away_team,home_score,away_score,date,referee,winning_team,losing_team,match_id,matchup_merge_key,season_merge_key,team,opponent,match_teams,season_match_teams
1996,17,Derby County,0.0,0.0,Everton,0.0,1.0,0,Mike Reed,Everton,Derby County,58bc4fd4-5402-5821-9104-8440ec6a601c,cbdb0d5a-7db4-5eaf-959f-21282313d0dd,1ec6f263-72a3-5268-8212-174d7a39719f,Derby County,Everton,Derby County_Everton,Derby County_Everton_1996
1996,31,Everton,0.0,0.0,Derby County,1.0,0.0,0,Graham Barber,Everton,Derby County,be538e15-00e1-540e-a720-dd59d759b7a1,cbdb0d5a-7db4-5eaf-959f-21282313d0dd,1ec6f263-72a3-5268-8212-174d7a39719f,Everton,Derby County,Derby County_Everton,Derby County_Everton_1996
1997,6,Derby County,0.0,0.0,Everton,3.0,1.0,0,Mike Riley,Derby County,Everton,007a8ac2-34d2-57d3-9795-7fb6c0e5579d,cbdb0d5a-7db4-5eaf-959f-21282313d0dd,5677f069-df11-5cc7-aa3b-7b1c5579f1cd,Derby County,Everton,Derby County_Everton,Derby County_Everton_1997
1997,26,Everton,0.0,0.0,Derby County,1.0,2.0,0,Steve Dunn,Derby County,Everton,b890725d-cc70-522a-9fc9-c2abe781d00c,cbdb0d5a-7db4-5eaf-959f-21282313d0dd,5677f069-df11-5cc7-aa3b-7b1c5579f1cd,Everton,Derby County,Derby County_Everton,Derby County_Everton_1997
1998,19,Everton,0.0,0.0,Derby County,0.0,0.0,0,Stephen Lodge,draw,draw,2d959d5d-1e4f-5562-a3d8-c6ed6cba18a3,cbdb0d5a-7db4-5eaf-959f-21282313d0dd,cc8e99f5-df0a-5557-af96-705de203bc6e,Everton,Derby County,Derby County_Everton,Derby County_Everton_1998
1998,24,Derby County,0.0,0.0,Everton,2.0,1.0,0,Graham Poll,Derby County,Everton,a2136202-9587-5557-865f-3bba21b9ba53,cbdb0d5a-7db4-5eaf-959f-21282313d0dd,cc8e99f5-df0a-5557-af96-705de203bc6e,Derby County,Everton,Derby County_Everton,Derby County_Everton_1998
1999,6,Derby County,0.0,0.0,Everton,1.0,0.0,0,Andy D'Urso,Derby County,Everton,32ebaea7-4a8c-5f74-a431-923ec2c899a9,cbdb0d5a-7db4-5eaf-959f-21282313d0dd,1c213a68-a963-51b9-808e-aebe44085623,Derby County,Everton,Derby County_Everton,Derby County_Everton_1999
1999,25,Everton,0.0,0.0,Derby County,2.0,1.0,0,Uriah Rennie,Everton,Derby County,16fbc871-cb59-5e09-b38f-156100684d6d,cbdb0d5a-7db4-5eaf-959f-21282313d0dd,1c213a68-a963-51b9-808e-aebe44085623,Everton,Derby County,Derby County_Everton,Derby County_Everton_1999
2000,3,Everton,0.0,0.0,Derby County,2.0,2.0,0,Mike Riley,draw,draw,e1741cbd-8512-574f-8f56-339b396be038,cbdb0d5a-7db4-5eaf-959f-21282313d0dd,9b03b8bc-9725-5ec4-8e69-a243b3646e95,Everton,Derby County,Derby County_Everton,Derby County_Everton_2000
2000,22,Derby County,0.0,0.0,Everton,1.0,0.0,0,Alan Wiley,Derby County,Everton,7c3d0078-6400-53af-9057-46f5cb92d54f,cbdb0d5a-7db4-5eaf-959f-21282313d0dd,9b03b8bc-9725-5ec4-8e69-a243b3646e95,Derby County,Everton,Derby County_Everton,Derby County_Everton_2000
2001,17,Everton,0.0,0.0,Derby County,1.0,0.0,0,Clive Wilkes,Everton,Derby County,4fb63afa-3b50-5500-b508-93a9577853c0,cbdb0d5a-7db4-5eaf-959f-21282313d0dd,3f4bc658-1688-5001-b1fd-639d145953a4,Everton,Derby County,Derby County_Everton,Derby County_Everton_2001
2001,31,Derby County,0.0,0.0,Everton,3.0,4.0,0,Neale Barry,Everton,Derby County,38f24691-b25a-57d9-a660-0e79a4ae4aad,cbdb0d5a-7db4-5eaf-959f-21282313d0dd,3f4bc658-1688-5001-b1fd-639d145953a4,Derby County,Everton,Derby County_Everton,Derby County_Everton_2001
2007,11,Derby County,0.0,0.0,Everton,0.0,2.0,0,Stephen Bennett,Everton,Derby County,72a2ed50-32f3-5397-9944-893a5257345c,cbdb0d5a-7db4-5eaf-959f-21282313d0dd,5c685d60-38e7-5849-986a-29c4da8297e6,Derby County,Everton,Derby County_Everton,Derby County_Everton_2007
2007,33,Everton,0.0,0.0,Derby County,1.0,0.0,0,Andre Marriner,Everton,Derby County,4dfa72d3-e071-5479-8eb2-1bda4ec7a65d,cbdb0d5a-7db4-5eaf-959f-21282313d0dd,5c685d60-38e7-5849-986a-29c4da8297e6,Everton,Derby County,Derby County_Everton,Derby County_Everton_2007
