season,gameweek,home_team,home_xg,away_xg,away_team,home_score,away_score,date,referee,winning_team,losing_team,match_id,matchup_merge_key,season_merge_key,team,opponent,match_teams,season_match_teams
2022,13,Nott'ham Forest,1.9,1.6,Liverpool,1.0,0.0,2022-10-22,0,Nott'ham Forest,Liverpool,fa9a9f5d-3cfb-5064-aa5d-9b2eb0fffad1,027647ed-63ea-52a2-99b5-06b2998a035c,a00e8c17-6b09-511b-8b9a-202bd5caaffc,Nott'ham Forest,Liverpool,Liverpool_Nott'ham Forest,Liverpool_Nott'ham Forest_2022
2022,32,Liverpool,2.8,0.9,Nott'ham Forest,3.0,2.0,2023-04-22,0,Liverpool,Nott'ham Forest,50e1f4b4-85af-524b-a05a-3534e56a2012,027647ed-63ea-52a2-99b5-06b2998a035c,a00e8c17-6b09-511b-8b9a-202bd5caaffc,Liverpool,Nott'ham Forest,Liverpool_Nott'ham Forest,Liverpool_Nott'ham Forest_2022
1992,1,Nott'ham Forest,0.0,0.0,Liverpool,1.0,0.0,0,Mike Reed,Nott'ham Forest,Liverpool,cd893e51-8ff6-54c6-866a-181455f3cb05,027647ed-63ea-52a2-99b5-06b2998a035c,a34ae47f-0967-5b9f-ae50-811a036daf32,Nott'ham Forest,Liverpool,Liverpool_Nott'ham Forest,Liverpool_Nott'ham Forest_1992
1992,27,Liverpool,0.0,0.0,Nott'ham Forest,0.0,0.0,0,Keren Barratt,draw,draw,3cfed0d0-9ce3-50f1-9ec3-2a2f8f578e09,027647ed-63ea-52a2-99b5-06b2998a035c,a34ae47f-0967-5b9f-ae50-811a036daf32,Liverpool,Nott'ham Forest,Liverpool_Nott'ham Forest,Liverpool_Nott'ham Forest_1992
1994,14,Liverpool,0.0,0.0,Nott'ham Forest,1.0,0.0,0,Joe Worrall,Liverpool,Nott'ham Forest,697027dd-bc3e-510a-aea9-cef94a070ee9,027647ed-63ea-52a2-99b5-06b2998a035c,fc18c764-dd0c-521b-8669-478e418db680,Liverpool,Nott'ham Forest,Liverpool_Nott'ham Forest,Liverpool_Nott'ham Forest_1994
1994,27,Nott'ham Forest,0.0,0.0,Liverpool,1.0,1.0,0,Gary Willard,draw,draw,5aaab48a-15da-5b72-bfe1-ca109048cfa6,027647ed-63ea-52a2-99b5-06b2998a035c,fc18c764-dd0c-521b-8669-478e418db680,Nott'ham Forest,Liverpool,Liverpool_Nott'ham Forest,Liverpool_Nott'ham Forest_1994
1995,22,Liverpool,0.0,0.0,Nott'ham Forest,4.0,2.0,0,Paul Alcock,Liverpool,Nott'ham Forest,d92f27aa-2082-5ee0-8429-e4fa9f6b6617,027647ed-63ea-52a2-99b5-06b2998a035c,8e1118c0-1f20-55fb-856d-4e33587ec167,Liverpool,Nott'ham Forest,Liverpool_Nott'ham Forest,Liverpool_Nott'ham Forest_1995
1995,32,Nott'ham Forest,0.0,0.0,Liverpool,1.0,0.0,0,Paul Danson,Nott'ham Forest,Liverpool,14cbe6f9-d863-513a-89f0-b00e7fd66a00,027647ed-63ea-52a2-99b5-06b2998a035c,8e1118c0-1f20-55fb-856d-4e33587ec167,Nott'ham Forest,Liverpool,Liverpool_Nott'ham Forest,Liverpool_Nott'ham Forest_1995
1996,17,Liverpool,0.0,0.0,Nott'ham Forest,4.0,2.0,0,Graham Barber,Liverpool,Nott'ham Forest,0ba002eb-a98f-5712-a538-5f863983a48f,027647ed-63ea-52a2-99b5-06b2998a035c,a13f8ee1-fafc-5f49-8f12-098f576c4965,Liverpool,Nott'ham Forest,Liverpool_Nott'ham Forest,Liverpool_Nott'ham Forest_1996
1996,31,Nott'ham Forest,0.0,0.0,Liverpool,1.0,1.0,0,Roger Dilkes,draw,draw,a3901094-9c2a-59b1-b788-4139057ba621,027647ed-63ea-52a2-99b5-06b2998a035c,a13f8ee1-fafc-5f49-8f12-098f576c4965,Nott'ham Forest,Liverpool,Liverpool_Nott'ham Forest,Liverpool_Nott'ham Forest_1996
1998,10,Liverpool,0.0,0.0,Nott'ham Forest,5.0,1.0,0,Steve Dunn,Liverpool,Nott'ham Forest,e6a3d91a-ff4f-5202-b865-c337e135d733,027647ed-63ea-52a2-99b5-06b2998a035c,d50e45be-aee9-59a2-8f0b-e93287b48af5,Liverpool,Nott'ham Forest,Liverpool_Nott'ham Forest,Liverpool_Nott'ham Forest_1998
1998,32,Nott'ham Forest,0.0,0.0,Liverpool,2.0,2.0,0,Dermot Gallagher,draw,draw,5ee84f0a-23f7-5907-a1c1-1308d1a3f85d,027647ed-63ea-52a2-99b5-06b2998a035c,d50e45be-aee9-59a2-8f0b-e93287b48af5,Nott'ham Forest,Liverpool,Liverpool_Nott'ham Forest,Liverpool_Nott'ham Forest_1998
